AccessID,UserID,UserRole,Department,Timestamp,DayOfWeek,HourOfDay,PatientID,ActionType,DataSensitivity,AccessLocation,AccessCountPerDay,IsOffHours,IsWeekend,RoleRiskWeight,AccessRiskScore
A04487,U178,Nurse,Clinical,28/06/2025 19:36,Saturday,19,P163,View,Normal,Onsite,74,1,1,3,50
A04488,U199,Nurse,Clinical,10/06/2025 06:54,Tuesday,6,P474,Edit,High,Remote,35,1,0,3,80
A04489,U182,Nurse,Clinical,08/06/2025 18:40,Sunday,18,P964,View,High,Remote,17,0,1,3,60
A04490,U142,Nurse,Clinical,04/06/2025 00:24,Wednesday,0,P480,View,Normal,Onsite,68,1,0,3,50
A04491,U179,Nurse,Clinical,27/06/2025 07:16,Friday,7,P897,Edit,Normal,Remote,3,1,0,3,50
A04492,U133,Nurse,Clinical,27/06/2025 23:08,Friday,23,P244,View,Normal,Onsite,17,1,0,3,50
A04493,U263,Admin,Admin,26/06/2025 01:16,Thursday,1,P764,Edit,Normal,Remote,21,1,0,5,70
A04494,U126,Nurse,Clinical,28/06/2025 02:54,Saturday,2,P546,Edit,High,Remote,59,1,1,3,80
A04495,U058,Doctor,Clinical,07/06/2025 03:14,Saturday,3,P141,View,Normal,Remote,57,1,1,2,40
A04496,U043,Doctor,Clinical,15/06/2025 05:05,Sunday,5,P268,View,Normal,Onsite,34,1,1,2,40
A04497,U004,Doctor,Clinical,28/06/2025 00:57,Saturday,0,P334,View,Normal,Onsite,24,1,1,2,40
A04498,U031,Doctor,Clinical,13/06/2025 13:07,Friday,13,P951,View,High,Onsite,68,0,0,2,50
A04499,U137,Nurse,Clinical,25/06/2025 20:37,Wednesday,20,P713,View,Normal,Onsite,61,1,0,3,50
A04500,U076,Doctor,Clinical,01/06/2025 01:16,Sunday,1,P537,View,Normal,Remote,34,1,1,2,40
A04501,U145,Nurse,Clinical,28/06/2025 18:58,Saturday,18,P275,View,High,Onsite,40,0,1,3,60
A04502,U075,Doctor,Clinical,26/06/2025 13:53,Thursday,13,P807,View,Normal,Remote,22,0,0,2,20
A04503,U252,Nurse,Clinical,01/06/2025 09:19,Sunday,9,P111,View,Normal,Remote,39,0,1,3,30
A04504,U283,Receptionist,Admin,11/06/2025 07:19,Wednesday,7,P484,View,Normal,Remote,12,1,0,4,60
A04505,U001,Doctor,Clinical,19/06/2025 15:54,Thursday,15,P232,View,Normal,Remote,10,0,0,2,20
A04506,U106,Nurse,Clinical,03/06/2025 23:43,Tuesday,23,P665,Edit,High,Onsite,5,1,0,3,80
A04507,U043,Doctor,Clinical,14/06/2025 06:09,Saturday,6,P840,View,High,Remote,48,1,1,2,70
A04508,U179,Nurse,Clinical,19/06/2025 20:35,Thursday,20,P955,Edit,Normal,Onsite,69,1,0,3,50
A04509,U075,Doctor,Clinical,24/06/2025 19:37,Tuesday,19,P806,View,Normal,Onsite,69,1,0,2,40
A04510,U042,Doctor,Clinical,03/06/2025 21:56,Tuesday,21,P169,View,Normal,Onsite,28,1,0,2,40
A04511,U045,Doctor,Clinical,25/06/2025 00:08,Wednesday,0,P941,View,High,Onsite,67,1,0,2,70
A04512,U044,Doctor,Clinical,07/06/2025 22:00,Saturday,22,P297,View,High,Onsite,32,1,1,2,70
A04513,U109,Nurse,Clinical,06/06/2025 15:16,Friday,15,P598,Edit,Normal,Onsite,23,0,0,3,30
A04514,U014,Doctor,Clinical,10/06/2025 22:38,Tuesday,22,P556,View,Normal,Remote,1,1,0,2,40
A04515,U019,Doctor,Clinical,08/06/2025 19:43,Sunday,19,P633,View,Normal,Remote,42,1,1,2,40
A04516,U133,Nurse,Clinical,04/06/2025 15:32,Wednesday,15,P490,View,Normal,Onsite,48,0,0,3,30
A04517,U075,Doctor,Clinical,19/06/2025 16:23,Thursday,16,P519,View,Normal,Onsite,26,0,0,2,20
A04518,U259,Admin,Admin,09/06/2025 15:06,Monday,15,P875,Edit,Normal,Remote,70,0,0,5,50
A04519,U008,Doctor,Clinical,23/06/2025 01:51,Monday,1,P663,View,Normal,Onsite,21,1,0,2,40
A04520,U288,Receptionist,Admin,02/06/2025 09:19,Monday,9,P636,View,High,Onsite,67,0,0,4,70
A04521,U044,Doctor,Clinical,26/06/2025 12:53,Thursday,12,P142,Export,High,Remote,4,0,0,2,70
A04522,U208,Nurse,Clinical,29/06/2025 21:05,Sunday,21,P802,View,Normal,Onsite,3,1,1,3,50
A04523,U234,Nurse,Clinical,05/06/2025 02:46,Thursday,2,P386,View,Normal,Remote,60,1,0,3,50
A04524,U160,Nurse,Clinical,05/06/2025 01:48,Thursday,1,P516,View,Normal,Remote,19,1,0,3,50
A04525,U288,Receptionist,Admin,19/06/2025 04:42,Thursday,4,P728,View,Normal,Onsite,8,1,0,4,60
A04526,U077,Doctor,Clinical,08/06/2025 07:16,Sunday,7,P967,Edit,Normal,Onsite,8,1,1,2,40
A04527,U061,Doctor,Clinical,10/06/2025 17:08,Tuesday,17,P599,View,High,Remote,70,0,0,2,50
A04528,U257,Admin,Admin,06/06/2025 09:38,Friday,9,P546,Edit,Normal,Remote,80,0,0,5,50
A04529,U042,Doctor,Clinical,23/06/2025 11:49,Monday,11,P755,View,Normal,Onsite,4,0,0,2,20
A04530,U260,Admin,Admin,28/06/2025 12:24,Saturday,12,P955,View,Normal,Onsite,77,0,1,5,50
A04531,U230,Nurse,Clinical,06/06/2025 07:11,Friday,7,P984,Edit,Normal,Onsite,65,1,0,3,50
A04532,U007,Doctor,Clinical,10/06/2025 14:09,Tuesday,14,P845,View,High,Remote,9,0,0,2,50
A04533,U141,Nurse,Clinical,12/06/2025 14:24,Thursday,14,P268,Export,Normal,Remote,41,0,0,3,50
A04534,U103,Nurse,Clinical,14/06/2025 00:22,Saturday,0,P953,View,High,Remote,4,1,1,3,80
A04535,U033,Doctor,Clinical,08/06/2025 05:40,Sunday,5,P919,View,Normal,Onsite,51,1,1,2,40
A04536,U084,Doctor,Clinical,29/06/2025 10:01,Sunday,10,P109,Edit,Normal,Remote,79,0,1,2,20
A04537,U257,Admin,Admin,29/06/2025 23:11,Sunday,23,P303,View,Normal,Onsite,22,1,1,5,70
A04538,U061,Doctor,Clinical,08/06/2025 07:37,Sunday,7,P105,View,High,Onsite,28,1,1,2,70
A04539,U140,Nurse,Clinical,11/06/2025 19:27,Wednesday,19,P129,Edit,High,Onsite,58,1,0,3,80
A04540,U230,Nurse,Clinical,22/06/2025 03:56,Sunday,3,P567,View,High,Onsite,67,1,1,3,80
A04541,U161,Nurse,Clinical,06/06/2025 21:55,Friday,21,P878,Edit,Normal,Onsite,53,1,0,3,50
A04542,U176,Nurse,Clinical,15/06/2025 05:01,Sunday,5,P121,View,Normal,Onsite,16,1,1,3,50
A04543,U277,Receptionist,Admin,07/06/2025 07:16,Saturday,7,P358,Export,Normal,Remote,19,1,1,4,80
A04544,U061,Doctor,Clinical,02/06/2025 20:53,Monday,20,P549,Export,Normal,Remote,18,1,0,2,60
A04545,U152,Nurse,Clinical,23/06/2025 14:06,Monday,14,P278,View,Normal,Onsite,15,0,0,3,30
A04546,U122,Nurse,Clinical,21/06/2025 12:14,Saturday,12,P758,Edit,Normal,Onsite,7,0,1,3,30
A04547,U182,Nurse,Clinical,09/06/2025 13:31,Monday,13,P788,Edit,Normal,Remote,37,0,0,3,30
A04548,U187,Nurse,Clinical,26/06/2025 20:14,Thursday,20,P533,View,Normal,Remote,34,1,0,3,50
A04549,U184,Nurse,Clinical,15/06/2025 12:20,Sunday,12,P495,View,Normal,Remote,10,0,1,3,30
A04550,U210,Nurse,Clinical,08/06/2025 11:41,Sunday,11,P987,View,Normal,Onsite,4,0,1,3,30
A04551,U123,Nurse,Clinical,06/06/2025 15:16,Friday,15,P621,Export,High,Remote,77,0,0,3,80
A04552,U230,Nurse,Clinical,18/06/2025 14:47,Wednesday,14,P787,Edit,Normal,Remote,57,0,0,3,30
A04553,U130,Nurse,Clinical,14/06/2025 15:18,Saturday,15,P976,View,Normal,Onsite,29,0,1,3,30
A04554,U285,Receptionist,Admin,19/06/2025 00:39,Thursday,0,P754,View,Normal,Remote,15,1,0,4,60
A04555,U075,Doctor,Clinical,10/06/2025 08:47,Tuesday,8,P220,View,High,Onsite,30,0,0,2,50
A04556,U008,Doctor,Clinical,01/06/2025 23:59,Sunday,23,P675,View,High,Remote,68,1,1,2,70
A04557,U083,Doctor,Clinical,16/06/2025 13:39,Monday,13,P873,View,Normal,Remote,40,0,0,2,20
A04558,U026,Doctor,Clinical,08/06/2025 15:15,Sunday,15,P447,View,Normal,Onsite,36,0,1,2,20
A04559,U057,Doctor,Clinical,03/06/2025 14:48,Tuesday,14,P105,View,Normal,Remote,29,0,0,2,20
A04560,U126,Nurse,Clinical,13/06/2025 14:39,Friday,14,P264,View,High,Onsite,63,0,0,3,60
A04561,U126,Nurse,Clinical,26/06/2025 21:49,Thursday,21,P421,View,High,Remote,10,1,0,3,80
A04562,U102,Nurse,Clinical,18/06/2025 12:52,Wednesday,12,P833,View,Normal,Onsite,12,0,0,3,30
A04563,U246,Nurse,Clinical,19/06/2025 00:52,Thursday,0,P197,View,Normal,Remote,5,1,0,3,50
A04564,U266,Admin,Admin,27/06/2025 08:59,Friday,8,P602,Export,High,Onsite,43,0,0,5,100
A04565,U124,Nurse,Clinical,21/06/2025 21:46,Saturday,21,P676,View,Normal,Remote,38,1,1,3,50
A04566,U092,Nurse,Clinical,03/06/2025 18:34,Tuesday,18,P711,View,Normal,Remote,70,0,0,3,30
A04567,U225,Nurse,Clinical,14/06/2025 23:10,Saturday,23,P520,View,High,Onsite,76,1,1,3,80
A04568,U250,Nurse,Clinical,13/06/2025 21:14,Friday,21,P382,Edit,Normal,Remote,23,1,0,3,50
A04569,U030,Doctor,Clinical,28/06/2025 09:45,Saturday,9,P267,View,Normal,Remote,22,0,1,2,20
A04570,U063,Doctor,Clinical,16/06/2025 03:06,Monday,3,P418,Edit,Normal,Remote,57,1,0,2,40
A04571,U078,Doctor,Clinical,26/06/2025 00:10,Thursday,0,P625,View,Normal,Remote,74,1,0,2,40
A04572,U124,Nurse,Clinical,07/06/2025 14:35,Saturday,14,P632,Edit,High,Onsite,63,0,1,3,60
A04573,U133,Nurse,Clinical,22/06/2025 13:00,Sunday,13,P426,View,High,Remote,19,0,1,3,60
A04574,U260,Admin,Admin,06/06/2025 12:20,Friday,12,P958,Edit,High,Onsite,35,0,0,5,80
A04575,U095,Nurse,Clinical,11/06/2025 08:16,Wednesday,8,P860,View,Normal,Remote,36,0,0,3,30
A04576,U213,Nurse,Clinical,29/06/2025 21:19,Sunday,21,P335,Edit,High,Remote,30,1,1,3,80
A04577,U170,Nurse,Clinical,28/06/2025 15:42,Saturday,15,P336,Edit,Normal,Onsite,27,0,1,3,30
A04578,U148,Nurse,Clinical,15/06/2025 20:32,Sunday,20,P450,View,High,Remote,79,1,1,3,80
A04579,U286,Receptionist,Admin,08/06/2025 07:27,Sunday,7,P837,View,High,Remote,33,1,1,4,90
A04580,U163,Nurse,Clinical,11/06/2025 04:21,Wednesday,4,P963,View,Normal,Remote,5,1,0,3,50
A04581,U213,Nurse,Clinical,01/06/2025 18:06,Sunday,18,P972,View,Normal,Remote,60,0,1,3,30
A04582,U069,Doctor,Clinical,18/06/2025 03:34,Wednesday,3,P779,View,Normal,Onsite,23,1,0,2,40
A04583,U149,Nurse,Clinical,05/06/2025 10:45,Thursday,10,P776,View,Normal,Onsite,30,0,0,3,30
A04584,U176,Nurse,Clinical,07/06/2025 16:33,Saturday,16,P790,View,Normal,Remote,5,0,1,3,30
A04585,U184,Nurse,Clinical,28/06/2025 01:46,Saturday,1,P695,View,Normal,Onsite,68,1,1,3,50
A04586,U163,Nurse,Clinical,05/06/2025 09:34,Thursday,9,P223,View,High,Remote,50,0,0,3,60
A04587,U246,Nurse,Clinical,14/06/2025 15:34,Saturday,15,P999,View,Normal,Onsite,55,0,1,3,30
A04588,U248,Nurse,Clinical,04/06/2025 10:36,Wednesday,10,P850,View,Normal,Remote,67,0,0,3,30
A04589,U276,Receptionist,Admin,21/06/2025 00:41,Saturday,0,P241,View,High,Remote,13,1,1,4,90
A04590,U193,Nurse,Clinical,18/06/2025 11:53,Wednesday,11,P408,Edit,Normal,Remote,58,0,0,3,30
A04591,U005,Doctor,Clinical,21/06/2025 13:10,Saturday,13,P203,Edit,Normal,Remote,22,0,1,2,20
A04592,U292,Pharmacist,Pharmacy,10/06/2025 15:54,Tuesday,15,P154,Export,High,Onsite,67,0,0,3,80
A04593,U129,Nurse,Clinical,01/06/2025 04:05,Sunday,4,P952,View,Normal,Remote,66,1,1,3,50
A04594,U206,Nurse,Clinical,30/06/2025 03:10,Monday,3,P409,View,Normal,Remote,44,1,0,3,50
A04595,U233,Nurse,Clinical,18/06/2025 03:37,Wednesday,3,P391,View,High,Remote,53,1,0,3,80
A04596,U047,Doctor,Clinical,03/06/2025 08:21,Tuesday,8,P890,View,Normal,Onsite,2,0,0,2,20
A04597,U099,Nurse,Clinical,09/06/2025 10:37,Monday,10,P657,View,Normal,Remote,32,0,0,3,30
A04598,U228,Nurse,Clinical,09/06/2025 02:59,Monday,2,P480,View,Normal,Onsite,33,1,0,3,50
A04599,U153,Nurse,Clinical,26/06/2025 16:27,Thursday,16,P559,Edit,Normal,Onsite,34,0,0,3,30
A04600,U253,Admin,Admin,12/06/2025 00:57,Thursday,0,P485,Edit,Normal,Onsite,53,1,0,5,70
A04601,U193,Nurse,Clinical,04/06/2025 17:51,Wednesday,17,P590,View,High,Onsite,36,0,0,3,60
A04602,U058,Doctor,Clinical,01/06/2025 20:25,Sunday,20,P586,View,Normal,Remote,51,1,1,2,40
A04603,U243,Nurse,Clinical,14/06/2025 11:43,Saturday,11,P410,View,Normal,Remote,51,0,1,3,30
A04604,U217,Nurse,Clinical,12/06/2025 05:51,Thursday,5,P726,Edit,High,Onsite,58,1,0,3,80
A04605,U203,Nurse,Clinical,10/06/2025 09:24,Tuesday,9,P929,View,High,Remote,72,0,0,3,60
A04606,U244,Nurse,Clinical,06/06/2025 23:24,Friday,23,P166,View,Normal,Remote,57,1,0,3,50
A04607,U195,Nurse,Clinical,01/06/2025 01:49,Sunday,1,P289,View,Normal,Remote,29,1,1,3,50
A04608,U218,Nurse,Clinical,24/06/2025 15:42,Tuesday,15,P487,View,Normal,Remote,29,0,0,3,30
A04609,U297,Pharmacist,Pharmacy,14/06/2025 19:40,Saturday,19,P479,View,Normal,Remote,6,1,1,3,50
A04610,U085,Doctor,Clinical,15/06/2025 13:47,Sunday,13,P516,Edit,High,Onsite,23,0,1,2,50
A04611,U039,Doctor,Clinical,09/06/2025 08:30,Monday,8,P122,View,Normal,Remote,22,0,0,2,20
A04612,U246,Nurse,Clinical,22/06/2025 08:26,Sunday,8,P731,View,Normal,Remote,73,0,1,3,30
A04613,U232,Nurse,Clinical,08/06/2025 11:19,Sunday,11,P336,View,High,Onsite,7,0,1,3,60
A04614,U083,Doctor,Clinical,28/06/2025 23:57,Saturday,23,P552,View,Normal,Remote,59,1,1,2,40
A04615,U240,Nurse,Clinical,30/06/2025 13:11,Monday,13,P574,View,Normal,Remote,18,0,0,3,30
A04616,U160,Nurse,Clinical,14/06/2025 16:53,Saturday,16,P219,Edit,Normal,Onsite,65,0,1,3,30
A04617,U142,Nurse,Clinical,04/06/2025 02:09,Wednesday,2,P481,View,Normal,Remote,36,1,0,3,50
A04618,U112,Nurse,Clinical,26/06/2025 17:45,Thursday,17,P374,View,High,Onsite,25,0,0,3,60
A04619,U277,Receptionist,Admin,15/06/2025 09:39,Sunday,9,P364,View,Normal,Remote,51,0,1,4,40
A04620,U295,Pharmacist,Pharmacy,10/06/2025 15:32,Tuesday,15,P965,View,High,Onsite,15,0,0,3,60
A04621,U193,Nurse,Clinical,12/06/2025 06:50,Thursday,6,P927,View,Normal,Onsite,79,1,0,3,50
A04622,U271,Receptionist,Admin,10/06/2025 05:24,Tuesday,5,P248,Export,Normal,Remote,29,1,0,4,80
A04623,U031,Doctor,Clinical,27/06/2025 06:24,Friday,6,P398,View,Normal,Remote,75,1,0,2,40
A04624,U280,Receptionist,Admin,28/06/2025 06:44,Saturday,6,P101,View,High,Onsite,9,1,1,4,90
A04625,U009,Doctor,Clinical,03/06/2025 07:50,Tuesday,7,P845,View,Normal,Remote,50,1,0,2,40
A04626,U044,Doctor,Clinical,13/06/2025 02:11,Friday,2,P828,View,Normal,Remote,40,1,0,2,40
A04627,U202,Nurse,Clinical,11/06/2025 17:10,Wednesday,17,P752,View,Normal,Remote,11,0,0,3,30
A04628,U026,Doctor,Clinical,27/06/2025 18:59,Friday,18,P582,View,Normal,Onsite,65,0,0,2,20
A04629,U088,Nurse,Clinical,18/06/2025 09:11,Wednesday,9,P681,View,Normal,Remote,17,0,0,3,30
A04630,U255,Admin,Admin,01/06/2025 13:47,Sunday,13,P565,View,High,Onsite,47,0,1,5,80
A04631,U149,Nurse,Clinical,30/06/2025 05:52,Monday,5,P162,Edit,Normal,Remote,70,1,0,3,50
A04632,U097,Nurse,Clinical,13/06/2025 01:08,Friday,1,P727,View,Normal,Remote,15,1,0,3,50
A04633,U121,Nurse,Clinical,27/06/2025 21:52,Friday,21,P265,View,Normal,Remote,49,1,0,3,50
A04634,U012,Doctor,Clinical,06/06/2025 14:14,Friday,14,P516,View,High,Remote,63,0,0,2,50
A04635,U212,Nurse,Clinical,05/06/2025 03:51,Thursday,3,P460,View,Normal,Onsite,27,1,0,3,50
A04636,U284,Receptionist,Admin,30/06/2025 08:25,Monday,8,P169,Export,Normal,Onsite,30,0,0,4,60
A04637,U136,Nurse,Clinical,27/06/2025 11:00,Friday,11,P592,View,Normal,Remote,61,0,0,3,30
A04638,U187,Nurse,Clinical,08/06/2025 16:52,Sunday,16,P689,Export,Normal,Onsite,10,0,1,3,50
A04639,U254,Admin,Admin,02/06/2025 14:02,Monday,14,P472,View,Normal,Remote,27,0,0,5,50
A04640,U204,Nurse,Clinical,04/06/2025 03:40,Wednesday,3,P718,View,Normal,Remote,46,1,0,3,50
A04641,U269,Receptionist,Admin,04/06/2025 10:18,Wednesday,10,P809,View,Normal,Remote,59,0,0,4,40
A04642,U023,Doctor,Clinical,05/06/2025 15:49,Thursday,15,P893,View,Normal,Remote,55,0,0,2,20
A04643,U277,Receptionist,Admin,21/06/2025 10:51,Saturday,10,P277,View,Normal,Remote,75,0,1,4,40
A04644,U123,Nurse,Clinical,07/06/2025 00:48,Saturday,0,P942,View,Normal,Onsite,57,1,1,3,50
A04645,U047,Doctor,Clinical,03/06/2025 18:59,Tuesday,18,P504,View,Normal,Onsite,29,0,0,2,20
A04646,U067,Doctor,Clinical,20/06/2025 05:00,Friday,5,P305,View,Normal,Remote,28,1,0,2,40
A04647,U164,Nurse,Clinical,10/06/2025 00:06,Tuesday,0,P186,View,High,Onsite,25,1,0,3,80
A04648,U192,Nurse,Clinical,03/06/2025 13:16,Tuesday,13,P230,View,Normal,Remote,37,0,0,3,30
A04649,U011,Doctor,Clinical,02/06/2025 00:52,Monday,0,P332,View,Normal,Remote,34,1,0,2,40
A04650,U261,Admin,Admin,12/06/2025 07:27,Thursday,7,P519,Edit,Normal,Remote,67,1,0,5,70
A04651,U126,Nurse,Clinical,24/06/2025 10:22,Tuesday,10,P409,Edit,Normal,Remote,46,0,0,3,30
A04652,U088,Nurse,Clinical,28/06/2025 22:31,Saturday,22,P173,View,Normal,Onsite,43,1,1,3,50
A04653,U255,Admin,Admin,21/06/2025 11:17,Saturday,11,P602,View,Normal,Onsite,63,0,1,5,50
A04654,U036,Doctor,Clinical,24/06/2025 15:29,Tuesday,15,P107,View,Normal,Onsite,39,0,0,2,20
A04655,U039,Doctor,Clinical,09/06/2025 09:01,Monday,9,P441,Edit,High,Onsite,76,0,0,2,50
A04656,U213,Nurse,Clinical,11/06/2025 16:35,Wednesday,16,P314,View,Normal,Onsite,59,0,0,3,30
A04657,U247,Nurse,Clinical,13/06/2025 23:54,Friday,23,P750,View,Normal,Onsite,74,1,0,3,50
A04658,U147,Nurse,Clinical,19/06/2025 23:58,Thursday,23,P126,Edit,Normal,Remote,41,1,0,3,50
A04659,U292,Pharmacist,Pharmacy,16/06/2025 06:20,Monday,6,P344,View,Normal,Onsite,27,1,0,3,50
A04660,U090,Nurse,Clinical,17/06/2025 13:21,Tuesday,13,P908,Edit,Normal,Onsite,74,0,0,3,30
A04661,U108,Nurse,Clinical,27/06/2025 17:59,Friday,17,P160,View,Normal,Remote,30,0,0,3,30
A04662,U133,Nurse,Clinical,14/06/2025 17:24,Saturday,17,P171,View,Normal,Remote,39,0,1,3,30
A04663,U285,Receptionist,Admin,11/06/2025 19:49,Wednesday,19,P108,Export,Normal,Onsite,39,1,0,4,80
A04664,U011,Doctor,Clinical,14/06/2025 21:34,Saturday,21,P541,Edit,Normal,Onsite,29,1,1,2,40
A04665,U227,Nurse,Clinical,05/06/2025 05:10,Thursday,5,P672,View,Normal,Remote,40,1,0,3,50
A04666,U296,Pharmacist,Pharmacy,03/06/2025 08:06,Tuesday,8,P450,View,High,Remote,64,0,0,3,60
A04667,U206,Nurse,Clinical,11/06/2025 19:42,Wednesday,19,P279,View,Normal,Onsite,68,1,0,3,50
A04668,U161,Nurse,Clinical,03/06/2025 21:13,Tuesday,21,P334,View,Normal,Onsite,50,1,0,3,50
A04669,U119,Nurse,Clinical,01/06/2025 05:36,Sunday,5,P926,View,Normal,Remote,1,1,1,3,50
A04670,U114,Nurse,Clinical,14/06/2025 00:03,Saturday,0,P559,View,High,Onsite,53,1,1,3,80
A04671,U108,Nurse,Clinical,10/06/2025 23:26,Tuesday,23,P698,View,High,Onsite,15,1,0,3,80
A04672,U277,Receptionist,Admin,24/06/2025 00:28,Tuesday,0,P607,Edit,Normal,Remote,56,1,0,4,60
A04673,U174,Nurse,Clinical,12/06/2025 22:25,Thursday,22,P383,Edit,Normal,Remote,77,1,0,3,50
A04674,U074,Doctor,Clinical,30/06/2025 03:55,Monday,3,P286,View,Normal,Remote,12,1,0,2,40
A04675,U254,Admin,Admin,17/06/2025 20:24,Tuesday,20,P970,Export,Normal,Onsite,43,1,0,5,90
A04676,U179,Nurse,Clinical,21/06/2025 22:37,Saturday,22,P486,Edit,High,Onsite,77,1,1,3,80
A04677,U003,Doctor,Clinical,20/06/2025 23:07,Friday,23,P791,View,Normal,Remote,10,1,0,2,40
A04678,U080,Doctor,Clinical,16/06/2025 20:47,Monday,20,P800,Export,Normal,Remote,66,1,0,2,60
A04679,U269,Receptionist,Admin,28/06/2025 06:32,Saturday,6,P337,View,High,Remote,24,1,1,4,90
A04680,U231,Nurse,Clinical,08/06/2025 00:27,Sunday,0,P329,View,High,Onsite,5,1,1,3,80
A04681,U196,Nurse,Clinical,11/06/2025 03:14,Wednesday,3,P862,View,Normal,Remote,25,1,0,3,50
A04682,U250,Nurse,Clinical,12/06/2025 06:20,Thursday,6,P119,View,High,Remote,24,1,0,3,80
A04683,U275,Receptionist,Admin,21/06/2025 14:45,Saturday,14,P242,View,Normal,Onsite,25,0,1,4,40
A04684,U116,Nurse,Clinical,29/06/2025 14:57,Sunday,14,P970,View,Normal,Remote,37,0,1,3,30
A04685,U061,Doctor,Clinical,25/06/2025 19:57,Wednesday,19,P601,Export,High,Onsite,47,1,0,2,90
A04686,U281,Receptionist,Admin,17/06/2025 18:57,Tuesday,18,P697,View,Normal,Onsite,33,0,0,4,40
A04687,U257,Admin,Admin,11/06/2025 16:51,Wednesday,16,P553,View,High,Onsite,17,0,0,5,80
A04688,U238,Nurse,Clinical,01/06/2025 10:10,Sunday,10,P431,View,Normal,Onsite,40,0,1,3,30
A04689,U200,Nurse,Clinical,15/06/2025 23:49,Sunday,23,P120,View,High,Remote,22,1,1,3,80
A04690,U233,Nurse,Clinical,29/06/2025 15:01,Sunday,15,P509,View,High,Remote,18,0,1,3,60
A04691,U133,Nurse,Clinical,03/06/2025 13:03,Tuesday,13,P128,View,Normal,Onsite,11,0,0,3,30
A04692,U161,Nurse,Clinical,05/06/2025 02:32,Thursday,2,P879,View,Normal,Onsite,32,1,0,3,50
A04693,U227,Nurse,Clinical,22/06/2025 20:02,Sunday,20,P441,View,Normal,Onsite,69,1,1,3,50
A04694,U014,Doctor,Clinical,15/06/2025 11:52,Sunday,11,P534,View,High,Remote,35,0,1,2,50
A04695,U274,Receptionist,Admin,30/06/2025 06:57,Monday,6,P451,View,High,Onsite,55,1,0,4,90
A04696,U112,Nurse,Clinical,12/06/2025 19:12,Thursday,19,P782,View,Normal,Onsite,73,1,0,3,50
A04697,U115,Nurse,Clinical,27/06/2025 18:30,Friday,18,P801,View,Normal,Onsite,17,0,0,3,30
A04698,U141,Nurse,Clinical,17/06/2025 19:53,Tuesday,19,P500,View,Normal,Onsite,17,1,0,3,50
A04699,U208,Nurse,Clinical,09/06/2025 07:09,Monday,7,P312,View,High,Remote,13,1,0,3,80
A04700,U093,Nurse,Clinical,07/06/2025 06:32,Saturday,6,P545,View,Normal,Remote,17,1,1,3,50
A04701,U027,Doctor,Clinical,28/06/2025 09:25,Saturday,9,P870,Edit,High,Onsite,23,0,1,2,50
A04702,U299,Pharmacist,Pharmacy,03/06/2025 18:58,Tuesday,18,P250,View,Normal,Remote,40,0,0,3,30
A04703,U014,Doctor,Clinical,22/06/2025 05:39,Sunday,5,P973,View,Normal,Remote,47,1,1,2,40
A04704,U264,Admin,Admin,27/06/2025 18:07,Friday,18,P775,View,Normal,Remote,25,0,0,5,50
A04705,U117,Nurse,Clinical,27/06/2025 06:36,Friday,6,P310,View,Normal,Onsite,50,1,0,3,50
A04706,U268,Receptionist,Admin,23/06/2025 23:38,Monday,23,P124,View,Normal,Remote,57,1,0,4,60
A04707,U249,Nurse,Clinical,12/06/2025 23:20,Thursday,23,P483,View,Normal,Onsite,24,1,0,3,50
A04708,U016,Doctor,Clinical,13/06/2025 09:36,Friday,9,P931,View,Normal,Onsite,34,0,0,2,20
A04709,U275,Receptionist,Admin,17/06/2025 23:50,Tuesday,23,P633,Edit,Normal,Remote,52,1,0,4,60
A04710,U246,Nurse,Clinical,30/06/2025 04:27,Monday,4,P454,View,Normal,Remote,58,1,0,3,50
A04711,U059,Doctor,Clinical,27/06/2025 21:48,Friday,21,P320,View,High,Onsite,8,1,0,2,70
A04712,U261,Admin,Admin,23/06/2025 05:23,Monday,5,P305,View,Normal,Onsite,45,1,0,5,70
A04713,U262,Admin,Admin,01/06/2025 18:11,Sunday,18,P999,View,High,Remote,4,0,1,5,80
A04714,U005,Doctor,Clinical,22/06/2025 19:22,Sunday,19,P402,View,High,Remote,21,1,1,2,70
A04715,U199,Nurse,Clinical,11/06/2025 12:49,Wednesday,12,P231,Edit,Normal,Remote,2,0,0,3,30
A04716,U266,Admin,Admin,30/06/2025 22:19,Monday,22,P307,View,Normal,Remote,59,1,0,5,70
A04717,U152,Nurse,Clinical,05/06/2025 18:10,Thursday,18,P954,View,High,Remote,47,0,0,3,60
A04718,U248,Nurse,Clinical,28/06/2025 22:33,Saturday,22,P964,View,High,Remote,26,1,1,3,80
A04719,U195,Nurse,Clinical,09/06/2025 00:38,Monday,0,P175,View,Normal,Remote,28,1,0,3,50
A04720,U102,Nurse,Clinical,05/06/2025 18:29,Thursday,18,P283,Edit,Normal,Onsite,3,0,0,3,30
A04721,U076,Doctor,Clinical,15/06/2025 08:55,Sunday,8,P186,View,Normal,Remote,31,0,1,2,20
A04722,U205,Nurse,Clinical,10/06/2025 18:09,Tuesday,18,P623,View,Normal,Remote,27,0,0,3,30
A04723,U235,Nurse,Clinical,08/06/2025 06:19,Sunday,6,P795,Edit,Normal,Onsite,75,1,1,3,50
A04724,U282,Receptionist,Admin,21/06/2025 14:34,Saturday,14,P449,View,Normal,Remote,38,0,1,4,40
